image_path,split
Breast/fold2_00000197.png,train
Breast/fold2_00000198.png,train
Breast/fold2_00000199.png,train
Breast/fold2_00000200.png,train
Breast/fold2_00000201.png,train
Breast/fold2_00000202.png,train
Breast/fold2_00000203.png,train
Breast/fold2_00000204.png,train
Breast/fold2_00000205.png,train
Breast/fold2_00000206.png,train
Breast/fold2_00000207.png,train
Breast/fold2_00000208.png,train
Breast/fold2_00000209.png,train
Breast/fold2_00000210.png,train
Breast/fold2_00000211.png,train
Breast/fold2_00000212.png,train
Breast/fold2_00000213.png,train
Breast/fold2_00000214.png,train
Breast/fold2_00000215.png,train
Breast/fold2_00000216.png,train
Breast/fold2_00000217.png,train
Breast/fold2_00000218.png,train
Breast/fold2_00000219.png,train
Breast/fold2_00000220.png,train
Breast/fold2_00000221.png,train
Breast/fold2_00000222.png,train
Breast/fold2_00000223.png,train
Breast/fold2_00000224.png,train
Breast/fold2_00000225.png,train
Breast/fold2_00000226.png,train
Breast/fold2_00000227.png,train
Breast/fold2_00000228.png,train
Breast/fold2_00000229.png,train
Breast/fold2_00000230.png,train
Breast/fold2_00000231.png,train
Breast/fold2_00000232.png,train
Breast/fold2_00000233.png,train
Breast/fold2_00000234.png,train
Breast/fold2_00000235.png,train
Breast/fold2_00000236.png,train
Breast/fold2_00000237.png,train
Breast/fold2_00000238.png,train
Breast/fold2_00000239.png,train
Breast/fold2_00000240.png,train
Breast/fold2_00000241.png,train
Breast/fold2_00000242.png,train
Breast/fold2_00000243.png,train
Breast/fold2_00000244.png,train
Breast/fold2_00000245.png,train
Breast/fold2_00000246.png,train
Breast/fold2_00000247.png,train
Breast/fold2_00000248.png,train
Breast/fold2_00000249.png,train
Breast/fold2_00000250.png,train
Breast/fold2_00000251.png,train
Breast/fold2_00000252.png,train
Breast/fold2_00000253.png,train
Breast/fold2_00000254.png,train
Breast/fold2_00000255.png,train
Breast/fold2_00000256.png,train
Breast/fold2_00000257.png,train
Breast/fold2_00000259.png,train
Breast/fold2_00000260.png,train
Breast/fold2_00000261.png,train
Breast/fold2_00000262.png,train
Breast/fold2_00000263.png,train
Breast/fold2_00000264.png,train
Breast/fold2_00000265.png,train
Breast/fold2_00000266.png,train
Breast/fold2_00000267.png,train
Breast/fold2_00000268.png,train
Breast/fold2_00000269.png,train
Breast/fold2_00000270.png,train
Breast/fold2_00000271.png,train
Breast/fold2_00000272.png,train
Breast/fold2_00000273.png,train
Breast/fold2_00000274.png,train
Breast/fold2_00000275.png,train
Breast/fold2_00000276.png,train
Breast/fold2_00000277.png,train
Breast/fold2_00000278.png,train
Breast/fold2_00000279.png,train
Breast/fold2_00000280.png,train
Breast/fold2_00000281.png,train
Breast/fold2_00000282.png,train
Breast/fold2_00000283.png,train
Breast/fold2_00000284.png,train
Breast/fold2_00000285.png,train
Breast/fold2_00000286.png,train
Breast/fold2_00000287.png,train
Breast/fold2_00000288.png,train
Breast/fold2_00000289.png,train
Breast/fold2_00000290.png,train
Breast/fold2_00000291.png,train
Breast/fold2_00000292.png,train
Breast/fold2_00000293.png,train
Breast/fold2_00000294.png,train
Breast/fold2_00000295.png,train
Breast/fold2_00000296.png,train
Breast/fold2_00000297.png,train
Breast/fold2_00000298.png,train
Breast/fold2_00000299.png,train
Breast/fold2_00000300.png,train
Breast/fold2_00000301.png,train
Breast/fold2_00000302.png,train
Breast/fold2_00000303.png,train
Breast/fold2_00000304.png,train
Breast/fold2_00000305.png,train
Breast/fold2_00000306.png,train
Breast/fold2_00000307.png,train
Breast/fold2_00000308.png,train
Breast/fold2_00000309.png,train
Breast/fold2_00000310.png,train
Breast/fold2_00000311.png,train
Breast/fold2_00000312.png,train
Breast/fold2_00000313.png,train
Breast/fold2_00000314.png,train
Breast/fold2_00000315.png,train
Breast/fold2_00000316.png,train
Breast/fold2_00000317.png,train
Breast/fold2_00000318.png,train
Breast/fold2_00000319.png,train
Breast/fold2_00000320.png,train
Breast/fold2_00000321.png,train
Breast/fold2_00000322.png,train
Breast/fold2_00000323.png,train
Breast/fold2_00000324.png,train
Breast/fold2_00000325.png,train
Breast/fold2_00000326.png,train
Breast/fold2_00000327.png,train
Breast/fold2_00000328.png,train
Breast/fold2_00000329.png,train
Breast/fold2_00000330.png,train
Breast/fold2_00000331.png,train
Breast/fold2_00000332.png,train
Breast/fold2_00000333.png,train
Breast/fold2_00000334.png,train
Breast/fold2_00000335.png,train
Breast/fold2_00000336.png,train
Breast/fold2_00000337.png,train
Breast/fold2_00000338.png,train
Breast/fold2_00000339.png,train
Breast/fold2_00000340.png,train
Breast/fold2_00000341.png,train
Breast/fold2_00000342.png,train
Breast/fold2_00000343.png,train
Breast/fold2_00000344.png,train
Breast/fold2_00000345.png,train
Breast/fold2_00000346.png,train
Breast/fold2_00000347.png,train
Breast/fold2_00000348.png,train
Breast/fold2_00000349.png,train
Breast/fold2_00000350.png,train
Breast/fold2_00000351.png,train
Breast/fold2_00000352.png,train
Breast/fold2_00000353.png,train
Breast/fold2_00000354.png,train
Breast/fold2_00000355.png,train
Breast/fold2_00000356.png,train
Breast/fold2_00000357.png,train
Breast/fold2_00000358.png,train
Breast/fold2_00000359.png,train
Breast/fold2_00000360.png,train
Breast/fold2_00000361.png,train
Breast/fold2_00000362.png,train
Breast/fold2_00000363.png,train
Breast/fold2_00000364.png,train
Breast/fold2_00000365.png,train
Breast/fold2_00000366.png,train
Breast/fold2_00000367.png,train
Breast/fold2_00000368.png,train
Breast/fold2_00000369.png,train
Breast/fold2_00000370.png,train
Breast/fold2_00000371.png,train
Breast/fold2_00000372.png,train
Breast/fold2_00000373.png,train
Breast/fold2_00000374.png,train
Breast/fold2_00000375.png,train
Breast/fold2_00000376.png,train
Breast/fold2_00000377.png,train
Breast/fold2_00000378.png,train
Breast/fold2_00000379.png,train
Breast/fold2_00000380.png,train
Breast/fold2_00000381.png,train
Breast/fold2_00000382.png,train
Breast/fold2_00000383.png,train
Breast/fold2_00000384.png,train
Breast/fold2_00000385.png,train
Breast/fold2_00000386.png,train
Breast/fold2_00000387.png,train
Breast/fold2_00000388.png,train
Breast/fold2_00000389.png,train
Breast/fold2_00000390.png,train
Breast/fold2_00000391.png,train
Breast/fold2_00000392.png,train
Breast/fold2_00000393.png,train
Breast/fold2_00000394.png,train
Breast/fold2_00000396.png,train
Breast/fold2_00000397.png,train
Breast/fold2_00000398.png,train
Breast/fold2_00000399.png,train
Breast/fold2_00000400.png,train
Breast/fold2_00000401.png,train
Breast/fold2_00000402.png,train
Breast/fold2_00000403.png,train
Breast/fold2_00000404.png,train
Breast/fold2_00000405.png,train
Breast/fold2_00000406.png,train
Breast/fold2_00000407.png,train
Breast/fold2_00000408.png,train
Breast/fold2_00000409.png,train
Breast/fold2_00000410.png,train
Breast/fold2_00000411.png,train
Breast/fold2_00000412.png,train
Breast/fold2_00000413.png,train
Breast/fold2_00000414.png,train
Breast/fold2_00000415.png,train
Breast/fold2_00000416.png,train
Breast/fold2_00000417.png,train
Breast/fold2_00000418.png,train
Breast/fold2_00000419.png,train
Breast/fold2_00000420.png,train
Breast/fold2_00000421.png,train
Breast/fold2_00000422.png,train
Breast/fold2_00000423.png,train
Breast/fold2_00000424.png,train
Breast/fold2_00000425.png,train
Breast/fold2_00000426.png,train
Breast/fold2_00000427.png,train
Breast/fold2_00000428.png,train
Breast/fold2_00000429.png,train
Breast/fold2_00000430.png,train
Breast/fold2_00000431.png,train
Breast/fold2_00000433.png,train
Breast/fold2_00000434.png,train
Breast/fold2_00000435.png,train
Breast/fold2_00000436.png,train
Breast/fold2_00000437.png,train
Breast/fold2_00000438.png,train
Breast/fold2_00000439.png,train
Breast/fold2_00000440.png,train
Breast/fold2_00000441.png,train
Breast/fold2_00000442.png,train
Breast/fold2_00000443.png,train
Breast/fold2_00000444.png,train
Breast/fold2_00000445.png,train
Breast/fold2_00000446.png,train
Breast/fold2_00000447.png,train
Breast/fold2_00000448.png,train
Breast/fold2_00000450.png,train
Breast/fold2_00000451.png,train
Breast/fold2_00000452.png,train
Breast/fold2_00000453.png,train
Breast/fold2_00000454.png,train
Breast/fold2_00000455.png,train
Breast/fold2_00000456.png,train
Breast/fold2_00000457.png,train
Breast/fold2_00000458.png,train
Breast/fold2_00000459.png,train
Breast/fold2_00000460.png,train
Breast/fold2_00000461.png,train
Breast/fold2_00000462.png,train
Breast/fold2_00000463.png,train
Breast/fold2_00000464.png,train
Breast/fold2_00000465.png,train
Breast/fold2_00000466.png,train
Breast/fold2_00000467.png,train
Breast/fold2_00000468.png,train
Breast/fold2_00000469.png,train
Breast/fold2_00000470.png,train
Breast/fold2_00000471.png,train
Breast/fold2_00000472.png,train
Breast/fold2_00000473.png,train
Breast/fold2_00000474.png,train
Breast/fold2_00000475.png,train
Breast/fold2_00000476.png,train
Breast/fold2_00000477.png,train
Breast/fold2_00000478.png,train
Breast/fold2_00000479.png,train
Breast/fold2_00000480.png,train
Breast/fold2_00000481.png,train
Breast/fold2_00000482.png,train
Breast/fold2_00000483.png,train
Breast/fold2_00000484.png,train
Breast/fold2_00000485.png,train
Breast/fold2_00000486.png,train
Breast/fold2_00000487.png,train
Breast/fold2_00000488.png,train
Breast/fold2_00000489.png,train
Breast/fold2_00000490.png,train
Breast/fold2_00000491.png,train
Breast/fold2_00000492.png,train
Breast/fold2_00000493.png,train
Breast/fold2_00000494.png,train
Breast/fold2_00000495.png,train
Breast/fold2_00000496.png,train
Breast/fold2_00000497.png,train
Breast/fold2_00000498.png,train
Breast/fold2_00000499.png,train
Breast/fold2_00000501.png,train
Breast/fold2_00000502.png,train
Breast/fold2_00000503.png,train
Breast/fold2_00000504.png,train
Breast/fold2_00000505.png,train
Breast/fold2_00000506.png,train
Breast/fold2_00000507.png,train
Breast/fold2_00000508.png,train
Breast/fold2_00000509.png,train
Breast/fold2_00000510.png,train
Breast/fold2_00000511.png,train
Breast/fold2_00000512.png,train
Breast/fold2_00000513.png,train
Breast/fold2_00000514.png,train
Breast/fold2_00000515.png,train
Breast/fold2_00000516.png,train
Breast/fold2_00000517.png,train
Breast/fold2_00000518.png,train
Breast/fold2_00000519.png,train
Breast/fold2_00000520.png,train
Breast/fold2_00000521.png,train
Breast/fold2_00000522.png,train
Breast/fold2_00000523.png,train
Breast/fold2_00000524.png,train
Breast/fold2_00000525.png,train
Breast/fold2_00000526.png,train
Breast/fold2_00000527.png,train
Breast/fold2_00000528.png,train
Breast/fold2_00000529.png,train
Breast/fold2_00000530.png,train
Breast/fold2_00000531.png,train
Breast/fold2_00000532.png,train
Breast/fold2_00000533.png,train
Breast/fold2_00000534.png,train
Breast/fold2_00000535.png,train
Breast/fold2_00000536.png,train
Breast/fold2_00000537.png,train
Breast/fold2_00000538.png,train
Breast/fold2_00000539.png,train
Breast/fold2_00000540.png,train
Breast/fold2_00000541.png,train
Breast/fold2_00000542.png,train
Breast/fold2_00000543.png,train
Breast/fold2_00000544.png,train
Breast/fold2_00000545.png,train
Breast/fold2_00000546.png,train
Breast/fold2_00000547.png,train
Breast/fold2_00000548.png,train
Breast/fold2_00000549.png,train
Breast/fold2_00000550.png,train
Breast/fold2_00000551.png,train
Breast/fold2_00000552.png,train
Breast/fold2_00000553.png,train
Breast/fold2_00000554.png,train
Breast/fold2_00000555.png,train
Breast/fold2_00000556.png,train
Breast/fold2_00000558.png,train
Breast/fold2_00000559.png,train
Breast/fold2_00000560.png,train
Breast/fold2_00000561.png,train
Breast/fold2_00000562.png,train
Breast/fold2_00000563.png,train
Breast/fold2_00000564.png,train
Breast/fold2_00000565.png,train
Breast/fold2_00000566.png,train
Breast/fold2_00000567.png,train
Breast/fold2_00000568.png,train
Breast/fold2_00000569.png,train
Breast/fold2_00000570.png,train
Breast/fold2_00000571.png,train
Breast/fold2_00000572.png,train
Breast/fold2_00000573.png,train
Breast/fold2_00000574.png,train
Breast/fold2_00000575.png,train
Breast/fold2_00000576.png,train
Breast/fold2_00000577.png,train
Breast/fold2_00000578.png,train
Breast/fold2_00000579.png,train
Breast/fold2_00000580.png,train
Breast/fold2_00000581.png,train
Breast/fold2_00000582.png,train
Breast/fold2_00000583.png,train
Breast/fold2_00000584.png,train
Breast/fold2_00000585.png,train
Breast/fold2_00000586.png,train
Breast/fold2_00000587.png,train
Breast/fold2_00000588.png,train
Breast/fold2_00000589.png,train
Breast/fold2_00000590.png,train
Breast/fold2_00000591.png,train
Breast/fold2_00000592.png,train
Breast/fold2_00000593.png,train
Breast/fold2_00000594.png,train
Breast/fold2_00000595.png,train
Breast/fold2_00000596.png,train
Breast/fold2_00000597.png,train
Breast/fold2_00000598.png,train
Breast/fold2_00000599.png,train
Breast/fold2_00000600.png,train
Breast/fold2_00000601.png,train
Breast/fold2_00000602.png,train
Breast/fold2_00000603.png,train
Breast/fold2_00000604.png,train
Breast/fold2_00000605.png,train
Breast/fold2_00000606.png,train
Breast/fold2_00000607.png,train
Breast/fold2_00000608.png,train
Breast/fold2_00000609.png,train
Breast/fold2_00000610.png,train
Breast/fold2_00000611.png,train
Breast/fold2_00000612.png,train
Breast/fold2_00000613.png,train
Breast/fold2_00000614.png,train
Breast/fold2_00000615.png,train
Breast/fold2_00000616.png,train
Breast/fold2_00000617.png,train
Breast/fold2_00000618.png,train
Breast/fold2_00000619.png,train
Breast/fold2_00000620.png,train
Breast/fold2_00000621.png,train
Breast/fold2_00000622.png,train
Breast/fold2_00000623.png,train
Breast/fold2_00000624.png,train
Breast/fold2_00000625.png,train
Breast/fold2_00000626.png,train
Breast/fold2_00000627.png,train
Breast/fold2_00000628.png,train
Breast/fold2_00000629.png,train
Breast/fold2_00000630.png,train
Breast/fold2_00000631.png,train
Breast/fold2_00000632.png,train
Breast/fold2_00000633.png,train
Breast/fold2_00000634.png,train
Breast/fold2_00000635.png,train
Breast/fold2_00000636.png,train
Breast/fold2_00000637.png,train
Breast/fold2_00000638.png,train
Breast/fold2_00000639.png,train
Breast/fold2_00000640.png,train
Breast/fold2_00000641.png,train
Breast/fold2_00000642.png,train
Breast/fold2_00000643.png,train
Breast/fold2_00000644.png,train
Breast/fold2_00000645.png,train
Breast/fold2_00000646.png,train
Breast/fold2_00000647.png,train
Breast/fold2_00000648.png,train
Breast/fold2_00000649.png,train
Breast/fold2_00000650.png,train
Breast/fold2_00000651.png,train
Breast/fold2_00000652.png,train
Breast/fold2_00000653.png,train
Breast/fold2_00000654.png,train
Breast/fold2_00000655.png,train
Breast/fold2_00000656.png,train
Breast/fold2_00000657.png,train
Breast/fold2_00000658.png,train
Breast/fold2_00000660.png,train
Breast/fold2_00000661.png,train
Breast/fold2_00000662.png,train
Breast/fold2_00000663.png,train
Breast/fold2_00000664.png,train
Breast/fold2_00000665.png,train
Breast/fold2_00000666.png,train
Breast/fold2_00000667.png,train
Breast/fold2_00000668.png,train
Breast/fold2_00000669.png,train
Breast/fold2_00000670.png,train
Breast/fold2_00000671.png,train
Breast/fold2_00000672.png,train
Breast/fold2_00000673.png,train
Breast/fold2_00000674.png,train
Breast/fold2_00000675.png,train
Breast/fold2_00000676.png,train
Breast/fold2_00000780.png,train
Breast/fold2_00000781.png,train
Breast/fold2_00000782.png,train
Breast/fold2_00000783.png,train
Breast/fold2_00000784.png,train
Breast/fold2_00000785.png,train
Breast/fold2_00000786.png,train
Breast/fold2_00000787.png,train
Breast/fold2_00000788.png,train
Breast/fold2_00000789.png,train
Breast/fold2_00000790.png,train
Breast/fold2_00000791.png,train
Breast/fold2_00000792.png,train
Breast/fold2_00000793.png,train
Breast/fold2_00000820.png,train
Breast/fold2_00000821.png,train
Breast/fold2_00000822.png,train
Breast/fold2_00000823.png,train
Breast/fold2_00001504.png,train
Breast/fold2_00001505.png,train
Breast/fold2_00001506.png,train
Breast/fold2_00001507.png,train
Breast/fold2_00001508.png,train
Breast/fold2_00001509.png,train
Breast/fold2_00001510.png,train
Breast/fold2_00001512.png,train
Breast/fold2_00001514.png,train
Breast/fold2_00001515.png,train
Breast/fold2_00001516.png,train
Breast/fold2_00001517.png,train
Breast/fold2_00001518.png,train
Breast/fold2_00001519.png,train
Breast/fold2_00001520.png,train
Breast/fold2_00001521.png,train
Breast/fold2_00001522.png,train
Breast/fold2_00001523.png,train
Breast/fold2_00001524.png,train
Breast/fold2_00001525.png,train
Breast/fold2_00001526.png,train
Breast/fold2_00001527.png,train
Breast/fold2_00001528.png,train
Breast/fold2_00001529.png,train
Breast/fold2_00001530.png,train
Breast/fold2_00001531.png,train
Breast/fold2_00001532.png,train
Breast/fold2_00001533.png,train
Breast/fold2_00001534.png,train
Breast/fold2_00001535.png,train
Breast/fold2_00001536.png,train
Breast/fold2_00001537.png,train
Breast/fold2_00001538.png,train
Breast/fold2_00001539.png,train
Breast/fold2_00001540.png,train
Breast/fold2_00001541.png,train
Breast/fold2_00001542.png,train
Breast/fold2_00001543.png,train
Breast/fold2_00001544.png,train
Breast/fold2_00001545.png,train
Breast/fold2_00001546.png,train
Breast/fold2_00001547.png,train
Breast/fold2_00001548.png,train
Breast/fold2_00001549.png,train
Breast/fold2_00001550.png,train
Breast/fold2_00001551.png,train
Breast/fold2_00001552.png,train
Breast/fold2_00001553.png,train
Breast/fold2_00001554.png,train
Breast/fold2_00001555.png,train
Breast/fold2_00001556.png,train
Breast/fold2_00001557.png,train
Breast/fold3_00000000.png,train
Breast/fold3_00000001.png,train
Breast/fold3_00000002.png,train
Breast/fold3_00000003.png,train
Breast/fold3_00000004.png,train
Breast/fold3_00000005.png,train
Breast/fold3_00000006.png,train
Breast/fold3_00000007.png,train
Breast/fold3_00000008.png,train
Breast/fold3_00000009.png,train
Breast/fold3_00000010.png,train
Breast/fold3_00000011.png,train
Breast/fold3_00000012.png,train
Breast/fold3_00000013.png,train
Breast/fold3_00000014.png,train
Breast/fold3_00000015.png,train
Breast/fold3_00000016.png,train
Breast/fold3_00000017.png,train
Breast/fold3_00000018.png,train
Breast/fold3_00000019.png,train
Breast/fold3_00000020.png,train
Breast/fold3_00000021.png,train
Breast/fold3_00000022.png,train
Breast/fold3_00000023.png,train
Breast/fold3_00000024.png,train
Breast/fold3_00000025.png,train
Breast/fold3_00000026.png,train
Breast/fold3_00000027.png,train
Breast/fold3_00000028.png,train
Breast/fold3_00000029.png,train
Breast/fold3_00000030.png,train
Breast/fold3_00000031.png,train
Breast/fold3_00000032.png,train
Breast/fold3_00000033.png,train
Breast/fold3_00000034.png,train
Breast/fold3_00000035.png,train
Breast/fold3_00000036.png,train
Breast/fold3_00000037.png,train
Breast/fold3_00000038.png,train
Breast/fold3_00000039.png,train
Breast/fold3_00000040.png,train
Breast/fold3_00000041.png,train
Breast/fold3_00000042.png,train
Breast/fold3_00000043.png,train
Breast/fold3_00000044.png,train
Breast/fold3_00000045.png,train
Breast/fold3_00000046.png,train
Breast/fold3_00000047.png,train
Breast/fold3_00000048.png,train
Breast/fold3_00000049.png,train
Breast/fold3_00000050.png,train
Breast/fold3_00000051.png,train
Breast/fold3_00000052.png,train
Breast/fold3_00000053.png,train
Breast/fold3_00000054.png,train
Breast/fold3_00000055.png,train
Breast/fold3_00000056.png,train
Breast/fold3_00000057.png,train
Breast/fold3_00000059.png,train
Breast/fold3_00000060.png,train
Breast/fold3_00000061.png,train
Breast/fold3_00000062.png,train
Breast/fold3_00000063.png,train
Breast/fold3_00000064.png,train
Breast/fold3_00000065.png,train
Breast/fold3_00000066.png,train
Breast/fold3_00000067.png,train
Breast/fold3_00000068.png,train
Breast/fold3_00000069.png,train
Breast/fold3_00000070.png,train
Breast/fold3_00000071.png,train
Breast/fold3_00000072.png,train
Breast/fold3_00000073.png,train
Breast/fold3_00000074.png,train
Breast/fold3_00000075.png,train
Breast/fold3_00000076.png,train
Breast/fold3_00000077.png,train
Breast/fold3_00000078.png,train
Breast/fold3_00000079.png,train
Breast/fold3_00000080.png,train
Breast/fold3_00000081.png,train
Breast/fold3_00000082.png,train
Breast/fold3_00000083.png,train
Breast/fold3_00000084.png,train
Breast/fold3_00000085.png,train
Breast/fold3_00000086.png,train
Breast/fold3_00000087.png,train
Breast/fold3_00000088.png,train
Breast/fold3_00000089.png,train
Breast/fold3_00000090.png,train
Breast/fold3_00000091.png,train
Breast/fold3_00000092.png,train
Breast/fold3_00000093.png,train
Breast/fold3_00000094.png,train
Breast/fold3_00000095.png,train
Breast/fold3_00000096.png,train
Breast/fold3_00000097.png,train
Breast/fold3_00000098.png,train
Breast/fold3_00000099.png,train
Breast/fold3_00000100.png,train
Breast/fold3_00000101.png,train
Breast/fold3_00000102.png,train
Breast/fold3_00000103.png,train
Breast/fold3_00000104.png,train
Breast/fold3_00000105.png,train
Breast/fold3_00000106.png,train
Breast/fold3_00000107.png,train
Breast/fold3_00000108.png,train
Breast/fold3_00000109.png,train
Breast/fold3_00000110.png,train
Breast/fold3_00000111.png,train
Breast/fold3_00000112.png,train
Breast/fold3_00000113.png,train
Breast/fold3_00000114.png,train
Breast/fold3_00000115.png,train
Breast/fold3_00000116.png,train
Breast/fold3_00000117.png,train
Breast/fold3_00000118.png,train
Breast/fold3_00000119.png,train
Breast/fold3_00000120.png,train
Breast/fold3_00000121.png,train
Breast/fold3_00000122.png,train
Breast/fold3_00000123.png,train
Breast/fold3_00000124.png,train
Breast/fold3_00000125.png,train
Breast/fold3_00000126.png,train
Breast/fold3_00000127.png,train
Breast/fold3_00000128.png,train
Breast/fold3_00000129.png,train
Breast/fold3_00000130.png,train
Breast/fold3_00000131.png,train
Breast/fold3_00000132.png,train
Breast/fold3_00000133.png,train
Breast/fold3_00000134.png,train
Breast/fold3_00000135.png,train
Breast/fold3_00000136.png,train
Breast/fold3_00000137.png,train
Breast/fold3_00000138.png,train
Breast/fold3_00000139.png,train
Breast/fold3_00000140.png,train
Breast/fold3_00000141.png,train
Breast/fold3_00000142.png,train
Breast/fold3_00000143.png,train
Breast/fold3_00000144.png,train
Breast/fold3_00000145.png,train
Breast/fold3_00000146.png,train
Breast/fold3_00000147.png,train
Breast/fold3_00000148.png,train
Breast/fold3_00000149.png,train
Breast/fold3_00000150.png,train
Breast/fold3_00000151.png,train
Breast/fold3_00000152.png,train
Breast/fold3_00000153.png,train
Breast/fold3_00000154.png,train
Breast/fold3_00000155.png,train
Breast/fold3_00000156.png,train
Breast/fold3_00000158.png,train
Breast/fold3_00000159.png,train
Breast/fold3_00000160.png,train
Breast/fold3_00000161.png,train
Breast/fold3_00000162.png,train
Breast/fold3_00000163.png,train
Breast/fold3_00000164.png,train
Breast/fold3_00000165.png,train
Breast/fold3_00000166.png,train
Breast/fold3_00000167.png,train
Breast/fold3_00000168.png,train
Breast/fold3_00000169.png,train
Breast/fold3_00000170.png,train
Breast/fold3_00000171.png,train
Breast/fold3_00000172.png,train
Breast/fold3_00000173.png,train
Breast/fold3_00000174.png,train
Breast/fold3_00000175.png,train
Breast/fold3_00000176.png,train
Breast/fold3_00000177.png,train
Breast/fold3_00000178.png,train
Breast/fold3_00000179.png,train
Breast/fold3_00000180.png,train
Breast/fold3_00000181.png,train
Breast/fold3_00000182.png,train
Breast/fold3_00000183.png,train
Breast/fold3_00000184.png,train
Breast/fold3_00000185.png,train
Breast/fold3_00000186.png,train
Breast/fold3_00000187.png,train
Breast/fold3_00000188.png,train
Breast/fold3_00000189.png,train
Breast/fold3_00000190.png,train
Breast/fold3_00000191.png,train
Breast/fold3_00000192.png,train
Breast/fold3_00000193.png,train
Breast/fold3_00000194.png,train
Breast/fold3_00000195.png,train
Breast/fold3_00000196.png,train
Breast/fold3_00000197.png,train
Breast/fold3_00000198.png,train
Breast/fold3_00000199.png,train
Breast/fold3_00000200.png,train
Breast/fold3_00000201.png,train
Breast/fold3_00000202.png,train
Breast/fold3_00000203.png,train
Breast/fold3_00000204.png,train
Breast/fold3_00000205.png,train
Breast/fold3_00000206.png,train
Breast/fold3_00000207.png,train
Breast/fold3_00000208.png,train
Breast/fold3_00000209.png,train
Breast/fold3_00000210.png,train
Breast/fold3_00000211.png,train
Breast/fold3_00000212.png,train
Breast/fold3_00000213.png,train
Breast/fold3_00000214.png,train
Breast/fold3_00000215.png,train
Breast/fold3_00000216.png,train
Breast/fold3_00000217.png,train
Breast/fold3_00000219.png,train
Breast/fold3_00000220.png,train
Breast/fold3_00000221.png,train
Breast/fold3_00000222.png,train
Breast/fold3_00000223.png,train
Breast/fold3_00000224.png,train
Breast/fold3_00000225.png,train
Breast/fold3_00000226.png,train
Breast/fold3_00000227.png,train
Breast/fold3_00000228.png,train
Breast/fold3_00000229.png,train
Breast/fold3_00000230.png,train
Breast/fold3_00000231.png,train
Breast/fold3_00000232.png,train
Breast/fold3_00000233.png,train
Breast/fold3_00000234.png,train
Breast/fold3_00000235.png,train
Breast/fold3_00000236.png,train
Breast/fold3_00000237.png,train
Breast/fold3_00000238.png,train
Breast/fold3_00000239.png,train
Breast/fold3_00000240.png,train
Breast/fold3_00000241.png,train
Breast/fold3_00000242.png,train
Breast/fold3_00000243.png,train
Breast/fold3_00000244.png,train
Breast/fold3_00000245.png,train
Breast/fold3_00000246.png,train
Breast/fold3_00000247.png,train
Breast/fold3_00000248.png,train
Breast/fold3_00000249.png,train
Breast/fold3_00000250.png,train
Breast/fold3_00000251.png,train
Breast/fold3_00000252.png,train
Breast/fold3_00000253.png,train
Breast/fold3_00000254.png,train
Breast/fold3_00000255.png,train
Breast/fold3_00000256.png,train
Breast/fold3_00000257.png,train
Breast/fold3_00000258.png,train
Breast/fold3_00000259.png,train
Breast/fold3_00000260.png,train
Breast/fold3_00000261.png,train
Breast/fold3_00000262.png,train
Breast/fold3_00000263.png,train
Breast/fold3_00000264.png,train
Breast/fold3_00000265.png,train
Breast/fold3_00000266.png,train
Breast/fold3_00000267.png,train
Breast/fold3_00000268.png,train
Breast/fold3_00000269.png,train
Breast/fold3_00000270.png,train
Breast/fold3_00000271.png,train
Breast/fold3_00000272.png,train
Breast/fold3_00000274.png,train
Breast/fold3_00000275.png,train
Breast/fold3_00000276.png,train
Breast/fold3_00000277.png,train
Breast/fold3_00000278.png,train
Breast/fold3_00000279.png,train
Breast/fold3_00000280.png,train
Breast/fold3_00000281.png,train
Breast/fold3_00000282.png,train
Breast/fold3_00000283.png,train
Breast/fold3_00000284.png,train
Breast/fold3_00000285.png,train
Breast/fold3_00000286.png,train
Breast/fold3_00000287.png,train
Breast/fold3_00000288.png,train
Breast/fold3_00000289.png,train
Breast/fold3_00000290.png,train
Breast/fold3_00000291.png,train
Breast/fold3_00000292.png,train
Breast/fold3_00000293.png,train
Breast/fold3_00000294.png,train
Breast/fold3_00000295.png,train
Breast/fold3_00000296.png,train
Breast/fold3_00000297.png,train
Breast/fold3_00000298.png,train
Breast/fold3_00000299.png,train
Breast/fold3_00000300.png,train
Breast/fold3_00000301.png,train
Breast/fold3_00000302.png,train
Breast/fold3_00000303.png,train
Breast/fold3_00000304.png,train
Breast/fold3_00000305.png,train
Breast/fold3_00000306.png,train
Breast/fold3_00000307.png,train
Breast/fold3_00000308.png,train
Breast/fold3_00000309.png,train
Breast/fold3_00000310.png,train
Breast/fold3_00000311.png,train
Breast/fold3_00000312.png,train
Breast/fold3_00000313.png,train
Breast/fold3_00000314.png,train
Breast/fold3_00000315.png,train
Breast/fold3_00000316.png,train
Breast/fold3_00000317.png,train
Breast/fold3_00000318.png,train
Breast/fold3_00000319.png,train
Breast/fold3_00000320.png,train
Breast/fold3_00000321.png,train
Breast/fold3_00000322.png,train
Breast/fold3_00000323.png,train
Breast/fold3_00000324.png,train
Breast/fold3_00000325.png,train
Breast/fold3_00000326.png,train
Breast/fold3_00000327.png,train
Breast/fold3_00000328.png,train
Breast/fold3_00000329.png,train
Breast/fold3_00000330.png,train
Breast/fold3_00000331.png,train
Breast/fold3_00000332.png,train
Breast/fold3_00000333.png,train
Breast/fold3_00000334.png,train
